"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mali","678","","","Country Full Name","Mali",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mali","678","","","Country ISO 2 Code","ML",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mali","678","","","Country ISO 3 Code","MLI",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mali","678","","","Country Name","Mali",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mali","678","","","Country SDMX Code","ML",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mali","678","","","Country SDMX Name","Mali",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mali","678","","","Country Short Name","Mali                ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mali","678","","","Country Source Code","678",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country Code","684",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=MUS target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country Full Name","Republic of Mauritius",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country ISO 2 Code","MU",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country ISO 3 Code","MUS",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country Name","Mauritius",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country SDMX Code","MU",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country SDMX Name","Mauritius",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country Short Name","Mauritius",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mauritius","684","","","Country Source Code","684",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country Code","688",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=MOZ target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country Full Name","Republic of Mozambique",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country ISO 2 Code","MZ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country ISO 3 Code","MOZ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country Name","Mozambique",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country SDMX Code","MZ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country SDMX Name","Mozambique",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country Short Name","Mozambique          ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Mozambique","688","","","Country Source Code","688",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country Code","728",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=NAM target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country Full Name","Namibia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country ISO 2 Code","NA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country ISO 3 Code","NAM",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country Name","Namibia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country SDMX Code","NA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country SDMX Name","Namibia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country Short Name","Namibia             ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Namibia","728","","","Country Source Code","728",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country Code","692",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=NER target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country Full Name","Niger",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country ISO 2 Code","NE",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country ISO 3 Code","NER",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country Name","Niger",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country SDMX Code","NE",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country SDMX Name","Niger",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country Short Name","Niger               ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Niger","692","","","Country Source Code","692",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country Code","694",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=NGA target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country Full Name","Nigeria",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country ISO 2 Code","NG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country ISO 3 Code","NGA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country Name","Nigeria",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country SDMX Code","NG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country SDMX Name","Nigeria",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country Short Name","Nigeria             ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Nigeria","694","","","Country Source Code","694",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country Code","714",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=RWA target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country Full Name","Rwanda",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country ISO 2 Code","RW",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country ISO 3 Code","RWA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country Name","Rwanda",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country SDMX Code","RW",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country SDMX Name","Rwanda",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country Short Name","Rwanda              ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Rwanda","714","","","Country Source Code","714",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country Code","716",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=STP target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country Full Name","Sao Tome and Principe",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country ISO 2 Code","ST",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country ISO 3 Code","STP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country Name","Sao Tome and Principe",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country SDMX Code","ST",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country SDMX Name","Sao Tome and Principe",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country Short Name","São Tomé & Príncipe",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sao Tome and Principe","716","","","Country Source Code","716",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country Code","722",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=SEN target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country Full Name","Senegal",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country ISO 2 Code","SN",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country ISO 3 Code","SEN",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country Name","Senegal",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country SDMX Code","SN",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country SDMX Name","Senegal",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country Short Name","Senegal",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Senegal","722","","","Country Source Code","722",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country Code","718",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=SYC target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country Full Name","Republic of Seychelles",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country ISO 2 Code","SC",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country ISO 3 Code","SYC",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country Name","Seychelles",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country SDMX Code","SC",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country SDMX Name","Seychelles",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country Short Name","Seychelles",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Seychelles","718","","","Country Source Code","718",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country Code","724",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=SLE target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country Full Name","Sierra Leone",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country ISO 2 Code","SL",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country ISO 3 Code","SLE",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country Name","Sierra Leone",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country SDMX Code","SL",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country SDMX Name","Sierra Leone",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country Short Name","Sierra Leone        ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Sierra Leone","724","","","Country Source Code","724",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country Code","199",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/sddscountrycategorylist/?strcode=ZAF target='_blank'>country's Special Data Dissemination Standard (SDDS) page</a>. SDDS was established to guide IMF members that have, or that might seek, access to international capital markets in the provision of their economic and financial data to the public.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country Full Name","South Africa",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country ISO 2 Code","ZA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country ISO 3 Code","ZAF",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country Name","South Africa",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country SDMX Code","ZA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country SDMX Name","South Africa",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country Short Name","South Africa        ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Africa","199","","","Country Source Code","199",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country Code","733",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country Data Quality Assurance Framework","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country Full Name","Republic of South Sudan",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country ISO 2 Code","SS",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country ISO 3 Code","SSD",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country Name","South Sudan",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country SDMX Code","SS",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country SDMX Name","South Sudan",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country Short Name","South Sudan, Rep. of",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","South Sudan","733","","","Country Source Code","733",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country Code","738",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=TZA target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country Full Name","Tanzania",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country ISO 2 Code","TZ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country ISO 3 Code","TZA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country Name","Tanzania",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country SDMX Code","TZ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country SDMX Name","Tanzania, United Republic of",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country Short Name","Tanzania            ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Tanzania","738","","","Country Source Code","738",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country Code","742",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=TGO target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country Full Name","Togo",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country ISO 2 Code","TG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country ISO 3 Code","TGO",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country Name","Togo",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country SDMX Code","TG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country SDMX Name","Togo",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country Short Name","Togo                ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Togo","742","","","Country Source Code","742",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country Code","746",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=UGA target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country Full Name","Uganda",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country ISO 2 Code","UG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country ISO 3 Code","UGA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country Name","Uganda",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country SDMX Code","UG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country SDMX Name","Uganda",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country Short Name","Uganda              ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Uganda","746","","","Country Source Code","746",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country Code","754",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=ZMB target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country Full Name","Zambia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country ISO 2 Code","ZM",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country ISO 3 Code","ZMB",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country Name","Zambia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country SDMX Code","ZM",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country SDMX Name","Zambia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country Short Name","Zambia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zambia","754","","","Country Source Code","754",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country Code","698",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=ZWE target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country Full Name","Zimbabwe",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country ISO 2 Code","ZW",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country ISO 3 Code","ZWE",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country Name","Zimbabwe",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country SDMX Code","ZW",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country SDMX Name","Zimbabwe",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country Short Name","Zimbabwe            ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Zimbabwe","698","","","Country Source Code","698",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Alternate Publication Codes","E-Library Concept: FMB, Unit: PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Code","FMB_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Concept","Broad Money change",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator CTS Code","FMB",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Dissemination Name","Broad Money % Change",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Full Name","Monetary, Broad Money, Percentage change, previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Mobile","27",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Name","Broad Money, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator SDMX Code","FMB_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator SDMX Name","Broad Money, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Indicator Short Name","Broad Money, Percent change, Previous period, Percent",""
